strain,phage,interaction
GCA_014996145.1,AATYBK010000056.1,0
GCA_027829235.1,ABKCBM010000034.1,1
GCA_031645375.1,ABADWY010000034.1,0
GCA_014436445.1,DAFLMQ010000033.1,0
GCA_014495205.1,JAGEWO010000045.1,0
GCA_958429955.1,AATTEI010000058.1,0
GCA_012299425.1,AAWQXH010000032.1,0
GCA_012437215.1,AEZV02000138.1,0
GCA_900448265.1,ABFJNE010000038.1,0
GCA_020306285.1,AATHWV010000059.1,0
GCA_958311905.1,CATRSA010000034.1,1
GCA_012328405.1,AATCUP010000032.1,0
GCA_026233935.1,ABQHVL010000069.1,0
GCA_958312385.1,CATRTW010000114.1,1
GCA_035582325.1,AATDTW010000066.1,0
GCA_018411505.1,DAEBVE010000054.1,1
GCA_017048885.1,AAYZWM010000052.1,1
GCA_012827675.1,AATIZH010000051.1,1
GCA_037931075.1,ABCFDQ010000043.1,0
GCA_019982305.1,AARUQP010000065.1,0
GCA_014622315.1,ABPOWB010000029.1,0
GCA_011945365.1,JAEGNL010000029.1,0
GCA_012830415.1,AATJEP010000034.1,1
GCA_023364715.1,DANALF010000044.1,0
GCA_021493125.1,ABCFDQ010000043.1,0
GCA_016109085.1,DACYOX010000034.1,1
GCA_023995375.1,ABGTJJ010000035.1,1
GCA_016837895.1,JAFCNR010000065.1,1
GCA_012353705.1,AASHWY010000051.1,1
GCA_011848065.1,AAQZGU010000055.1,1
GCA_020093655.1,AARCQE010000079.1,0
GCA_018175035.1,DADZZC010000045.1,1
GCA_013163645.1,AAZDWU010000053.1,0
GCA_014247795.1,AAVLYV010000031.1,1
GCA_011905265.1,ABNJXI010000050.1,0
GCA_020085195.1,JAHQAC010000056.1,1
GCA_011981625.1,AARHSJ010000018.1,1
GCA_021095175.1,AAXAPY010000027.1,0
GCA_012368415.1,AASIQU010000055.1,1
GCA_013145615.1,AATTWX010000050.1,1
GCA_008272985.1,AATPIU010000049.1,0
GCA_037906595.1,JAWJJR010000055.1,1
GCA_031397665.1,AAZBVK010000052.1,0
GCA_000194355.2,AEZV02000138.1,1
GCA_011816485.1,JAUCLG010000065.1,0
GCA_037906755.1,JAWJJK010000056.1,1
GCA_958331625.1,CATUPW010000063.1,1
GCA_013916405.1,ABPXER010000055.1,0
GCA_011845585.1,ABGPRK010000057.1,0
GCA_013716965.1,AAUJVO010000031.1,1
GCA_028049655.1,DAMWIO010000084.1,1
GCA_012375795.1,AASIZD010000065.1,1
GCA_019368105.1,AQAI01000015.1,0
GCA_028097145.1,ABKHIT010000057.1,1
GCA_028518575.2,PXHI01000063.1,0
GCA_031184135.1,ABMATT010000020.1,1
GCA_012684065.1,ABACSF010000063.1,0
GCA_002099625.1,AAQWOJ010000068.1,0
GCA_022409675.1,AAVVOM010000067.1,0
GCA_024674585.1,AARKWO010000060.1,0
GCA_019699225.1,ABCAKZ010000064.1,1
GCA_026245325.1,ABIIZT010000031.1,0
GCA_023200455.1,DAHBTS010000050.1,1
GCA_012880315.1,AATKSU010000058.1,1
GCA_012614265.1,AASWTP010000030.1,1
GCA_026268145.1,ABJMBD010000048.1,1
GCA_012060585.1,AAYOLX010000028.1,0
GCA_032542865.1,CATUOS010000010.1,0
GCA_020287885.1,ABCXFF010000023.1,1
GCA_961208925.1,ABGGEJ010000029.1,0
GCA_031731675.1,AASSOM010000076.1,0
GCA_012023645.1,AARLTV010000033.1,1
GCA_009684205.1,JARIKW010000056.1,0
GCA_027829135.1,JABWGA010000043.1,0
GCA_020971085.1,ABDZWL010000032.1,1
GCA_012221645.1,AASADY010000063.1,1
GCA_021972255.1,JAWJJT010000062.1,0
GCA_018798365.1,ABATLF010000043.1,1
GCA_013059745.1,AATQAB010000068.1,1
GCA_019228145.1,DAESTF010000055.1,1
GCA_024575715.1,ABHRLF010000058.1,0
GCA_014243975.1,AAVLQZ010000049.1,1
GCA_014527805.1,JABCVN010000044.1,1
GCA_014732555.1,DABVJC010000059.1,1
GCA_012259005.1,DAKAPV010000126.1,0
GCA_014437625.1,JAMSID010000057.1,0
GCA_015138275.1,ABOXYL010000029.1,0
GCA_029489505.1,ABICHZ010000063.1,0
GCA_958401615.1,CATXQJ010000051.1,1
GCA_012046895.1,AAQWIE010000030.1,0
GCA_011969025.1,PUQQ01000098.1,0
GCA_022515815.1,ABPBZL010000034.1,0
GCA_029443605.1,JAAQIV010000112.1,0
GCA_958401535.1,AASWEW010000046.1,0
GCA_027984605.1,JAPMEG010000048.1,1
GCA_021465545.1,AASYVA010000044.1,0
GCA_025622985.1,AATELP010000081.1,0
GCA_009768365.1,WSRA01000014.1,1
GCA_011863525.1,AARFJR010000066.1,0
GCA_011954365.1,AARGYG010000058.1,1
GCA_038429915.1,ABKGTY010000032.1,0
GCA_012813995.1,ABNXUO010000035.1,0
GCA_012083575.1,AARWWD010000093.1,0
GCA_001950695.1,BDLI01000037.1,1
GCA_029648525.1,ABLKWO010000045.1,1
GCA_030199755.1,JARIKV010000056.1,1
GCA_012904945.1,AATMJG010000066.1,1
GCA_018770625.1,ABASZN010000029.1,1
GCA_012240745.1,AARWWD010000093.1,1
GCA_030199855.1,ABCPPY010000060.1,0
GCA_018546065.1,DAEEXW010000027.1,1
GCA_025653155.1,ABBESJ010000047.1,0
GCA_014785165.1,AASLDD010000008.1,0
GCA_020914625.1,ABDXIJ010000107.1,1
GCA_013488425.1,AAUBIR010000053.1,1
GCA_012390375.1,AASJUS010000041.1,1
GCA_024309595.1,ABHDKN010000051.1,1
GCA_014980345.1,CAUALZ010000058.1,0
GCA_020823955.1,JBBGOU010000023.1,0
GCA_013350895.1,SNAC01000080.1,1
GCA_005043415.1,RRIT01000064.1,1
GCA_031992165.1,RRDR01000079.1,0
GCA_958329725.1,CATUIM010000005.1,1
GCA_012308265.1,AARNQH010000087.1,0
GCA_016999555.1,DAODRB010000063.1,0
GCA_012814515.1,AATIAZ010000119.1,1
GCA_003290595.1,ABBXBA010000048.1,0
GCA_011947165.1,AARGLX010000067.1,1
GCA_021749205.1,DAFTCG010000059.1,1
GCA_903973815.1,ABNBEM010000073.1,0
GCA_015340765.1,ABJYRT010000006.1,0
GCA_021353675.1,JADWRW010000039.1,1
GCA_903972875.1,CAJCPP010001496.1,1
GCA_032640125.1,WSJW01000019.1,0
GCA_014242935.1,AAVLQQ010000047.1,1
GCA_017978145.1,ABAAPW010000062.1,1
GCA_012140925.1,AARTBK010000042.1,1
GCA_013700565.1,JAOYSV010000062.1,0
GCA_012390375.1,AASAFJ010000011.1,0
GCA_019821805.1,ABCFDQ010000029.1,1
GCA_016542805.1,AAYOAQ010000097.1,1
GCA_033628485.1,ABOUNR010000034.1,1
GCA_027228485.1,ABJXYQ010000040.1,1
GCA_003894875.2,ABCXOF010000042.1,0
GCA_019885065.1,AAROQU010000101.1,0
GCA_032815285.1,AARCYX010000034.1,0
GCA_026352115.1,DAKCCN010000074.1,1
GCA_002765015.1,BEMF01000072.1,1
GCA_022050105.1,ABFAHT010000052.1,1
GCA_012078635.1,AARORC010000055.1,1
GCA_012240825.1,AARXCN010000083.1,1
GCA_011932255.1,AARFJI010000035.1,1
GCA_012065525.1,AARNUO010000067.1,1
GCA_012750895.1,ABLMKC010000045.1,0
GCA_032783945.1,BFMQ01000222.1,0
GCA_003980565.1,WSJT01000016.1,0
GCA_025881525.1,DAJQUA010000077.1,1
GCA_012814815.1,AATIBK010000058.1,1
GCA_025404915.1,CATXQX010000086.1,0
GCA_023215435.1,AASLNN010000029.1,0
GCA_033408035.1,DARBRK010000018.1,1
GCA_019468425.1,AYQF01000059.1,0
GCA_012265925.1,JARHLY010000044.1,0
GCA_020328775.1,ABCXGD010000065.1,0
GCA_019876525.1,ABCHEE010000067.1,1
GCA_012561545.1,AATDTY010000051.1,0
GCA_027607535.1,ABKALP010000055.1,1
GCA_025671965.1,DAJNZQ010000041.1,1
GCA_005398785.1,BIAX01000015.1,1
GCA_018131525.1,AASJVA010000058.1,0
GCA_011855425.1,ABOUFJ010000047.1,0
GCA_011966945.1,JHHN01000086.1,0
GCA_012232945.1,AARXLU010000111.1,1
GCA_013424665.1,JACCOK010000047.1,1
GCA_029757515.1,ABLOEF010000050.1,1
GCA_023995255.1,DABWRA010000218.1,0
GCA_036580045.1,JAOSTO010000030.1,0
GCA_037945965.1,AASGPP010000033.1,0
GCA_030472525.1,ABAQTD010000050.1,0
GCA_033186695.1,DAQSVC010000076.1,1
GCA_022979715.1,AATMNJ020000077.1,0
GCA_022492455.1,JAVMPU010000022.1,0
GCA_031912565.1,AARPKJ010000056.1,0
GCA_012679945.1,AATAHA010000031.1,1
GCA_019385375.1,ABBNNK010000076.1,1
GCA_012131335.1,AARSKX010000065.1,1
GCA_018071585.1,AAQXZN010000057.1,0
GCA_019021585.1,AAYOCI010000091.1,0
GCA_012472175.1,AASPGZ010000017.1,1
GCA_012021785.1,DADGNA010000141.1,0
GCA_012155725.1,AARUCW010000125.1,1
GCA_016119615.1,AAVVXQ010000103.1,0
GCA_016999555.1,DADGZI010000138.1,1
GCA_018560545.1,DAEFNO010000085.1,1
GCA_011858485.1,AARABS010000035.1,1
GCA_012469995.1,DADIHE010000029.1,0
GCA_021830605.1,ABEXHR010000065.1,1
GCA_017978185.1,AARTJH010000063.1,0
GCA_014188935.1,DABPNW010000091.1,1
GCA_032540185.1,ABNPQY010000032.1,1
GCA_003318345.1,QODO01000050.1,1
GCA_014330215.1,AARGLC010000029.1,0
GCA_013353815.1,ABHLIE010000032.1,0
GCA_018560385.1,AARGJF010000028.1,0
GCA_026207975.1,DAJXAP010000059.1,1
GCA_012421145.1,ABQGFD010000070.1,0
GCA_012499045.1,ABHODX010000059.1,0
GCA_026324055.1,DAKAJR010000047.1,1
GCA_963862495.1,DAHBNX010000053.1,0
GCA_021079515.1,JAKVRV010000022.1,0
GCA_019221125.1,ABBHHC010000050.1,1
GCA_018574225.1,ABAQTD010000050.1,1
GCA_012434635.1,AASMVW010000048.1,1
GCA_020266225.1,BHQD01000059.1,0
GCA_019867465.1,AARKZU010000036.1,0
GCA_021080525.1,JAHVQX010000066.1,1
GCA_028602285.1,AARMCU010000068.1,0
GCA_023861885.1,AAVVNF010000082.1,0
GCA_958310025.1,ABFSCK010000065.1,0
GCA_026227745.1,JAMGVL010000043.1,1
GCA_958331625.1,ABHEFB010000066.1,0
GCA_029048025.1,ABKYDE010000029.1,1
GCA_012549915.1,AASSLB010000064.1,1
GCA_018683385.1,JAGEXA010000054.1,1
GCA_014700195.1,DAPYRB010000080.1,0
GCA_034464925.1,ABPMNB010000054.1,1
GCA_015158095.1,AAVVFR010000060.1,0
GCA_020608115.1,ABDLOF010000017.1,1
GCA_028602645.1,AAQXQX010000043.1,0
GCA_024145565.1,ABGYAN010000032.1,1
GCA_012509855.1,AASRGR010000033.1,1
GCA_020327375.1,DAHBNX010000053.1,0
GCA_031218735.1,ABCVSP010000036.1,0
GCA_028527625.1,JAOQEY010000015.1,1
GCA_012234985.1,AARWYX010000067.1,1
GCA_024784765.1,ABHPNP010000061.1,1
GCA_012493125.1,JAIUQZ010000053.1,0
GCA_015918165.1,AASVYL010000117.1,0
GCA_023192415.1,AAWJMQ010000069.1,0
GCA_001285105.1,CYAU01000073.1,1
GCA_019598865.1,DABTIM010000029.1,0
GCA_017598105.1,JAFMXK010000038.1,1
GCA_015391875.1,JABKGY010000066.1,1
GCA_011823455.1,AAQXOF010000031.1,1
GCA_900169595.1,AARRTR010000035.1,0
GCA_024939865.1,AARSKX010000065.1,0
GCA_026301435.1,DAJZFX010000106.1,1
GCA_014558515.1,DABSIX010000096.1,1
GCA_963861505.1,CAWLKG010000047.1,1
GCA_012787275.1,AATGOR010000045.1,1
GCA_012020165.1,AARLNF010000066.1,1
GCA_013649515.1,AAUFKX010000030.1,1
GCA_020360695.1,DAJFKX010000069.1,0
GCA_012324265.1,AASGPA010000034.1,1
GCA_001592505.1,CATQRX010000058.1,0
GCA_034540955.1,JAXRDV010000217.1,1
GCA_001660105.1,LFHV01000034.1,1
GCA_025652735.1,ABITCB010000050.1,1
GCA_002546975.1,NNYK01000065.1,1
GCA_021354555.1,AASIMV010000150.1,0
GCA_035826935.1,DAKAPJ010000052.1,0
GCA_024467495.1,JAAQIN010000032.1,0
GCA_021439645.1,DAFLKH010000039.1,1
GCA_019227165.1,ABBHRZ010000036.1,1
GCA_023801075.1,ABLOWF010000049.1,0
GCA_015909145.1,AAXSSQ010000035.1,1
GCA_012242665.1,AASAJK010000043.1,1
GCA_033940445.1,AATHMS010000054.1,0
GCA_020299485.1,DAERCN010000028.1,0
GCA_020550425.1,ABDIUV010000066.1,1
GCA_033692395.1,DADQYM010000080.1,0
GCA_011802285.1,JABEFM010000051.1,0
GCA_000948765.1,JXVS01000050.1,1
GCA_032306925.1,DAPYVG010000050.1,1
GCA_008635585.1,BJSC01000185.1,1
GCA_024392035.1,ABHFMI010000032.1,1
GCA_002229875.1,NLNW01000097.1,1
GCA_018175035.1,AATBCA010000089.1,0
GCA_024729025.1,ABLMJC010000045.1,0
GCA_018459645.1,JAJOFP010000122.1,0
GCA_012151435.1,AARTVD010000056.1,1
GCA_012736235.1,DADGNA010000141.1,0
GCA_011831015.1,AAQYCW010000030.1,1
GCA_012540815.1,ABADXD010000036.1,0
GCA_012698285.1,AATBIO010000031.1,1
GCA_015211245.1,AAWZTY010000037.1,1
GCA_028070915.1,AARDYS010000059.1,0
GCA_027559295.1,ABJZXR010000059.1,1
GCA_032695505.1,ABDAGX010000066.1,0
GCA_023877955.1,CAUITL010000040.1,0
GCA_022490735.1,ABFHXA010000040.1,1
GCA_003337905.1,QOFD01000053.1,1
GCA_018091825.1,ABADUZ010000019.1,1
GCA_024111395.1,ABGWHA010000020.1,1
GCA_013775305.1,AASIUZ010000040.1,0
GCA_023868905.1,JAMFCJ010000081.1,1
GCA_032445505.1,ABNMEA010000035.1,1
GCA_018311575.1,DAESZG010000045.1,0
GCA_012880895.1,AATJDJ010000045.1,0
GCA_013745835.1,CACSZD020000035.1,0
GCA_018936585.1,AARBOD010000031.1,0
GCA_014438485.1,ABBEAJ010000034.1,0
GCA_012019325.1,WOES01000004.1,0
GCA_019080665.1,DAOBYE010000043.1,0
GCA_012059965.1,AAVVDE010000056.1,0
GCA_037956865.1,AARAMJ010000080.1,0
GCA_002226465.1,AASTPC010000049.1,0
GCA_015389645.1,AASLTL010000061.1,0
GCA_025498505.1,AARNRH010000032.1,0
GCA_015480325.1,AAXGJN010000070.1,1
GCA_902843975.1,CADGTF010000081.1,1
GCA_014965315.1,ABHYBO010000031.1,0
GCA_012258045.1,ABMPOL010000052.1,0
GCA_002461405.1,NKPH01000054.1,1
GCA_028507375.1,ABBZRG010000033.1,0
GCA_018301485.1,ABAEIX010000036.1,0
GCA_023188715.1,DAHBJY010000125.1,1
GCA_023976715.1,ABGSTI010000045.1,1
GCA_000249915.2,ABARQL010000042.1,0
GCA_000503255.1,AYQF01000056.1,1
GCA_030165085.1,AAZTCB010000030.1,0
GCA_030004375.1,AATCZW010000044.1,0
GCA_013173965.1,CATRTW010000063.1,0
GCA_022691785.1,ABFNTK010000037.1,1
GCA_019815345.1,ABCESA010000030.1,1
GCA_015955565.1,AAXUJW010000033.1,1
GCA_020416885.1,JAIZHT010000061.1,1
GCA_003740525.2,ABLPZM010000017.1,0
GCA_014890095.1,DAHBNA010000070.1,0
GCA_029278065.1,ABLBPT010000041.1,1
GCA_001572135.1,NJSI01000045.1,0
GCA_012235525.1,AARXBD010000072.1,1
GCA_032310675.1,DAPZBW010000064.1,1
GCA_900007725.1,FBUV01000037.1,1
GCA_012680865.1,AASGPB010000034.1,0
GCA_014143525.1,ABNEGY010000032.1,0
GCA_012426485.1,BDKV01000063.1,0
GCA_017760625.1,DADSOF010000072.1,1
GCA_012021505.1,DAERCZ010000071.1,0
GCA_019576515.1,DABPMV010000103.1,0
GCA_018084285.1,ABADMV010000060.1,1
GCA_014440745.1,AAVVLQ010000065.1,1
GCA_011837965.1,DAAYTY010000057.1,1
GCA_018175035.1,DADZZC010000054.1,1
GCA_014670835.1,RROO01000046.1,0
GCA_012333705.1,AASGXG010000062.1,1
GCA_019493865.1,ABBRLU010000034.1,1
GCA_022420685.1,ABFGBC010000040.1,1
GCA_032495345.1,ABNNMN010000034.1,1
GCA_014442955.1,AAVVPZ010000061.1,1
GCA_022667395.1,ABDIPR010000033.1,0
GCA_000619485.1,JHHT01000060.1,1
GCA_011944185.1,AARQYL010000086.1,0
GCA_002519085.1,NONL01000093.1,1
GCA_012890475.2,AATLKI020000063.1,1
GCA_023675385.1,DAHJMR010000078.1,1
GCA_021465545.1,ABEQMA010000034.1,1
GCA_031938985.1,JANDAA010000003.1,0
GCA_014553295.1,DAOAHI010000034.1,0
GCA_023046135.1,ABFVUG010000062.1,1
GCA_000335455.2,ABHHUD010000033.1,0
GCA_020547405.1,ABQSGN010000071.1,0
GCA_014439165.1,AAVVJL010000068.1,1
GCA_017775875.1,DADTPO010000070.1,1
GCA_012756595.1,AATEWT010000121.1,1
GCA_016558165.1,AAYPDE010000063.1,1
GCA_027550005.1,ABJZVC010000068.1,1
GCA_017725335.1,ABBMPK010000030.1,0
GCA_020564705.1,ABDJFP010000048.1,1
GCA_018101755.1,ABAEIX010000036.1,1
GCA_016549415.1,AAYOMO010000134.1,1
GCA_012804145.1,AATHIS010000054.1,1
GCA_020388635.1,AAQXSX010000051.1,0
GCA_014436905.1,AAVVEQ010000052.1,1
GCA_022698575.1,JALDCT010000028.1,1
GCA_002766035.1,BEOI01000031.1,1
GCA_032709785.1,ABKDFH010000067.1,0
GCA_961209545.1,ABGEKB010000034.1,0
GCA_018872645.1,AASOTD010000033.1,0
GCA_012346115.1,AASHPC010000120.1,1
GCA_033678145.1,ABNVXS010000028.1,0
GCA_023801075.1,ABGQMR010000045.1,1
GCA_014900925.1,JACVVS010000027.1,1
GCA_023210135.1,DAHBXY010000062.1,1
GCA_011911985.1,AASQOS010000062.1,0
GCA_037048525.1,ABEVLR010000047.1,0
GCA_032018025.1,AARCZD010000030.1,0
GCA_019567115.1,ABBWEE010000015.1,1
GCA_011886145.1,WUNV01000063.1,0
GCA_024977195.1,ABKJMA010000035.1,0
GCA_014816205.1,DABWRA010000058.1,1
GCA_958305125.1,CATQSR010000045.1,1
GCA_000948765.1,DAPMYN010000050.1,0
GCA_012020345.1,AARLPH010000066.1,1
GCA_013422595.1,CADGHP010000067.1,0
GCA_012496165.1,AATKWE010000045.1,0
GCA_009765585.1,ABCYUI010000072.1,0
GCA_011929145.1,RRDR01000079.1,0
GCA_903973815.1,CAJCTD010000029.1,1
GCA_012207295.1,AARYTQ010000050.1,1
GCA_025528415.1,JAUDSN010000038.1,0
GCA_016991395.1,AATPTO010000048.1,0
GCA_028237785.1,AAVKBG010000048.1,0
GCA_033046895.1,ABRNQQ010000054.1,0
GCA_018395075.1,ABAMNM010000076.1,1
GCA_012309915.1,ABBXAW010000049.1,0
GCA_032439805.1,JAFCNJ010000039.1,0
GCA_030507965.1,JAULFU010000041.1,1
GCA_004171865.1,SAHN01000076.1,1
GCA_012081615.1,AARLMN010000052.1,0
GCA_014608135.1,AASJYW010000031.1,0
GCA_902827305.1,CADEIB010000036.1,1
GCA_012792235.1,AATGUK010000100.1,1
GCA_932892245.1,ABDFSF010000006.1,0
GCA_012053385.1,ABNUQI010000061.1,0
GCA_012011445.1,AARKWO010000060.1,1
GCA_012801655.1,AATHFJ010000157.1,1
GCA_012881065.1,ABCWDJ010000032.1,0
GCA_018624475.1,ABARIU010000036.1,1
GCA_029713225.1,ABLMKC010000045.1,1
GCA_024893035.1,AATITJ010000071.1,0
GCA_012222385.1,AASAEV010000036.1,1
GCA_024442735.1,ABHGVV010000058.1,1
GCA_020346065.1,JAQMVY010000035.1,0
GCA_024725025.1,AAVVDF010000060.1,0
GCA_031309845.1,JAZIPU010000018.1,0
GCA_023764815.1,ABGOMF010000031.1,1
GCA_036421115.1,MBOE01000137.1,0
GCA_037011705.1,AAVVOB010000061.1,0
GCA_018091565.1,CADGTF010000081.1,0
GCA_012126335.1,AATRAY010000071.1,0
GCA_032640325.2,ABNTIL020000036.1,1
GCA_020385695.1,AAVVSR010000061.1,0
GCA_037523015.1,AARTNU010000142.1,0
GCA_028490525.1,AATHYQ010000001.1,0
GCA_011949565.1,AARKZE010000032.1,0
GCA_020787895.1,AARGNU010000067.1,0
GCA_017356185.1,AAQXRT010000049.1,0
GCA_011825935.1,ABKOYB010000040.1,0
GCA_000194355.2,DAAYYK010000070.1,0
GCA_014261285.1,AAVMXA010000161.1,1
GCA_012078175.1,AAROQI010000040.1,1
GCA_036594075.1,DALQNL010000017.1,0
GCA_012334075.1,AASGXU010000058.1,1
GCA_022976635.1,AATHRK010000033.1,0
GCA_025398285.1,ABDMHV010000006.1,0
GCA_018835535.1,ABAUIN010000038.1,1
GCA_033451185.1,RLKB02000050.1,0
GCA_036126645.1,ABPZSY010000049.1,1
GCA_011951245.1,AARGTI010000071.1,1
GCA_031762005.1,ABMSTQ010000029.1,1
GCA_019549115.1,ABAFXS010000060.1,0
GCA_958317055.1,DAJJBT010000073.1,0
GCA_020547165.1,ABKDAA010000061.1,0
GCA_025379085.1,ABIKTJ010000049.1,1
GCA_019644515.1,ABCJSS010000089.1,0
GCA_011969445.1,ABNFAO010000036.1,0
GCA_014440665.1,AAVVLJ010000067.1,1
GCA_003362265.1,QGZZ01000177.1,1
GCA_011906005.1,AARDNG010000065.1,1
GCA_009683585.1,WKRY01000065.1,1
GCA_011896005.1,AARCZP010000051.1,1
GCA_961208825.1,CAUIMS010000077.1,1
GCA_011811705.1,ABMCZS010000035.1,0
GCA_014439945.1,AAUNOP010000063.1,0
GCA_019726815.1,ABFDSO010000031.1,0
GCA_003303445.1,NRZV01000058.1,1
GCA_032414945.1,AARLGU010000025.1,0
GCA_017742295.1,AAVIFG010000034.1,0
GCA_009880295.1,JAXLDY010000050.1,0
GCA_902848255.1,CADHKD010000214.1,1
GCA_033150315.1,ABOLNF010000033.1,1
GCA_031732235.1,ABPZSY010000049.1,0
GCA_002464705.1,DAPYVG010000050.1,0
GCA_011842185.1,AAQYWM010000045.1,1
GCA_014436445.1,AAVVDY010000098.1,1
GCA_000267505.2,ABAECE010000050.1,0
GCA_019906035.1,AATITN010000033.1,0
GCA_022996385.1,JAATKP010000029.1,0
GCA_002971375.1,JZMV01000134.1,1
GCA_025343365.1,ABIJZM010000075.1,1
GCA_024926625.1,ABHWKB010000052.1,1
GCA_031094805.1,ABCVEB010000074.1,0
GCA_011907825.1,AARDPT010000070.1,1
GCA_011917215.1,ABKOHP010000065.1,0
GCA_900169595.1,FWEN01000045.1,1
GCA_900500025.1,UIKP01000020.1,1
GCA_022514785.1,ABFIKH010000053.1,1
GCA_021342715.1,DAJHJZ010000056.1,0
GCA_002291105.1,NSEK01000210.1,1
GCA_028832545.1,ABKSZD010000031.1,1
GCA_014863025.1,JACZNK010000107.1,1
GCA_012542535.1,ABOUNR010000034.1,0
GCA_012508575.1,AASOJQ010000073.1,0
GCA_012763795.1,AAQZQV010000030.1,0
GCA_029222725.1,JARHLM010000056.1,1
GCA_020346065.1,ABDALD010000093.1,1
GCA_033046895.1,ABOJLR010000033.1,1
GCA_026065875.1,AASKHQ010000084.1,0
GCA_011842645.1,AAQYUS010000050.1,1
GCA_011881025.1,AARBSF010000032.1,1
GCA_958337245.1,CATVLJ010000042.1,1
GCA_012653385.1,AASYYX010000029.1,1
GCA_031306105.1,CAJQWZ010000043.1,0
GCA_019578615.1,ABBWYZ010000051.1,1
GCA_009880565.1,WSJV01000018.1,1
GCA_020344675.1,ABDAIZ010000019.1,1
GCA_009684205.1,WKVW01000060.1,1
GCA_033048775.1,ABOJPH010000056.1,1
GCA_018683795.1,JAGEXU010000048.1,1
GCA_014765005.1,JAXQWS010000201.1,0
GCA_024785385.1,JACIMT010000052.1,0
GCA_021108615.1,ABFGPY010000047.1,0
GCA_025726385.1,AAREHE010000053.1,0
GCA_012149325.1,AARTRY010000067.1,1
GCA_002144185.1,MBOE01000137.1,1
GCA_012732945.1,AAYYQO010000051.1,0
GCA_011967385.1,AARIHE010000050.1,1
GCA_011909585.1,AAREDK010000033.1,1
GCA_024905295.1,ABHVEE010000018.1,1
GCA_014144525.1,ABMOXJ010000030.1,0
GCA_012366455.1,JADOCE010000018.1,0
GCA_037912425.1,ABRMSV010000070.1,1
GCA_029476425.1,DAODRB010000063.1,1
GCA_012165185.1,ABCXCY010000031.1,0
GCA_902840585.1,CADGGW010000061.1,1
GCA_015329045.1,JAHASP010000063.1,0
GCA_018921945.1,DAEPAX010000071.1,1
GCA_036687065.1,AARUBY010000034.1,0
GCA_023464975.1,LVSI01000221.1,0
GCA_014608795.1,ABDPPG010000047.1,0
GCA_033877295.1,JALLZN010000040.1,0
GCA_012630225.1,AASYRX010000045.1,0
GCA_012392595.1,AASJYT010000036.1,1
GCA_025050045.1,DAJBBH010000043.1,1
GCA_014621925.1,AASGYU010000094.1,0
GCA_012020345.1,AASLDD010000008.1,0
GCA_002972255.1,JZNW01000025.1,1
GCA_029307015.1,AARPZI010000066.1,0
GCA_024755465.1,JANTMO010000175.1,1
GCA_012145005.1,AARTJH010000035.1,1
GCA_011967385.1,ABCZQQ010000054.1,0
GCA_017592965.1,AAQYEQ010000030.1,0
GCA_025875965.1,AASOSE010000079.1,0
GCA_019876525.1,LM996352.1,0
GCA_015211525.1,AAWZSP010000029.1,1
GCA_011819345.1,AAQXGQ010000032.1,1
GCA_025577245.1,ABIQDV010000034.1,1
GCA_018258575.1,DAPOFN010000040.1,0
GCA_016737835.1,AAYUJH010000031.1,1
GCA_002207265.1,BDPU01000031.1,1
GCA_012659825.1,AASZIL010000052.1,1
GCA_905397545.1,AASRTT010000043.1,0
GCA_018262955.1,JZPG01000045.1,0
GCA_012989485.1,AATOEO010000076.1,1
GCA_900490615.1,UEMK01000060.1,1
GCA_000616665.2,CACSWU020000029.1,0
GCA_012852295.1,AATKBE010000071.1,1
GCA_014187655.1,JAGMOH010000050.1,0
GCA_012323725.1,AASGNK010000038.1,1
GCA_020008625.1,ABCMXE010000072.1,1
GCA_014782495.1,AAWJOY010000037.1,1
GCA_012698555.1,AAUGOM010000058.1,0
GCA_000619705.2,JHHG01000040.1,1
GCA_038018945.1,AAZRZI010000053.1,0
GCA_017276295.1,ABGHRC010000038.1,0
GCA_012418865.1,ABKJNY010000035.1,0
GCA_012122235.1,LECI01000007.1,0
GCA_958329905.1,CATUJD010000038.1,1
GCA_012587765.1,AASVBR010000034.1,1
GCA_023192415.1,DAHBOO010000023.1,1
GCA_023101535.1,ABEJBH010000032.1,0
GCA_024904535.1,ABHVCU010000033.1,1
GCA_017725875.1,JAEJWX010000040.1,0
GCA_001893615.1,AARORA010000049.1,0
GCA_002229875.1,SJFX01000023.1,0
GCA_024168975.1,CATUGB010000073.1,0
GCA_025590385.1,ABASYX010000031.1,0
GCA_012752795.1,AATEPN010000114.1,1
GCA_011862505.1,JARILC010000061.1,0
GCA_029125625.1,JAEFZS010000055.1,1
GCA_020457795.1,NRVZ01000150.1,0
GCA_011921325.1,AAREQA010000031.1,1
GCA_012408695.1,BDIC01000039.1,0
GCA_019062965.1,ABKDJQ010000034.1,0
GCA_032788825.1,AAXEVE010000070.1,0
GCA_020338335.1,ABCZZF010000023.1,1
GCA_012323685.1,AASGOX010000029.1,1
GCA_029307815.1,ABLCEQ010000058.1,1
GCA_021248225.1,DAJWXG010000048.1,0
GCA_018953755.1,ABAXDC010000032.1,1
GCA_033704635.1,ABOXYB010000025.1,1
GCA_003899855.2,RUJF02000064.1,1
GCA_018448515.1,DAECCD010000013.1,1
GCA_030932675.1,AASPCA010000041.1,0
GCA_011982905.1,ABHOLN010000038.1,0
